Number of edges in matching: 18
{('v_bv', 'b_bv'), ('o_tt', 'rh_end_tt_2'), ('g_gy1', 'rc_end_north'), ('b_end_east', 'g_gy2'), ('v_end_east', 'rs_end_north'), ('rh_end_tt_1', 'b_bw'), ('rd_end_south', 'b_end_west'), ('rd_end_north', 'rh_end_north'), ('o_y_tt_end_west', 'nature_end_west'), ('y_rh', 'rh_end_south'), ('y_gy1', 'rc_end_south'), ('b_tt_3', 'rt_end_north'), ('b_v', 'v_end_west'), ('y_rt', 'rt_end_south'), ('w_bw', 'g_w'), ('rs_end_south', 'y_gy2'), ('o_rt', 'o_w_1'), ('rh_end_tt_4', 'rh_end_tt_3')}
         1637436 function calls (1618545 primitive calls) in 26.982 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.029    0.029 ewm.py:1(<module>)
        1    0.000    0.000    0.010    0.010 legend.py:1(<module>)
       31    0.000    0.000    0.000    0.000 common.py:1330(is_bool_dtype)
        1    0.000    0.000    0.002    0.002 scale.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1805(chararray)
       27    0.000    0.000    0.000    0.000 transforms.py:2603(__init__)
        1    0.000    0.000    0.011    0.011 ElementTree.py:1(<module>)
        5    0.000    0.000    0.001    0.000 transforms.py:658(union)
      3/2    0.000    0.000    0.041    0.021 pyplot.py:216(switch_backend)
       51    0.000    0.000    0.000    0.000 rcsetup.py:407(validate_fontsize)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 ctypeslib.py:368(<dictcomp>)
       20    0.000    0.000    0.003    0.000 pyparsing.py:4686(parseImpl)
       70    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.002    0.002 excel.py:1(<module>)
      203    0.000    0.000    0.000    0.000 generic.py:232(attrs)
       39    0.000    0.000    0.000    0.000 lines.py:1045(set_drawstyle)
        1    0.000    0.000    0.001    0.001 category.py:40(CategoricalIndex)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.057    0.057 index_tricks.py:1(<module>)
        1    0.000    0.000    0.202    0.202 aggregation.py:1(<module>)
       13    0.000    0.000    0.000    0.000 weakref.py:44(__new__)
        1    0.000    0.000    0.087    0.087 figure.py:1819(draw)
      282    0.000    0.000    0.000    0.000 pyparsing.py:3144(<genexpr>)
        1    0.000    0.000    0.000    0.000 colors.py:81(__init__)
        1    0.000    0.000    0.027    0.027 _base.py:434(__init__)
       56    0.000    0.000    0.003    0.000 pyparsing.py:3901(<listcomp>)
        4    0.000    0.000    0.006    0.002 _base.py:1917(add_collection)
      107    0.000    0.000    0.001    0.000 common.py:26(wrapper)
        2    0.000    0.000    0.024    0.012 axis.py:1375(get_major_ticks)
       46    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
       96    0.000    0.000    0.000    0.000 __init__.py:174(_get_op_name)
       33    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
       16    0.000    0.000    0.000    0.000 bezier.py:15(_comb)
       33    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
       72    0.000    0.000    0.015    0.000 linecache.py:37(getlines)
        1    0.000    0.000    0.001    0.001 html.py:1(<module>)
       16    0.000    0.000    0.000    0.000 axis.py:795(reset_ticks)
       14    0.000    0.000    0.001    0.000 text.py:254(update_from)
        1    0.000    0.000    0.003    0.003 indexing.py:1(<module>)
      200    0.000    0.000    0.000    0.000 managers.py:1598(index)
      134    0.000    0.000    0.000    0.000 _decorators.py:415(__init__)
      105    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
      246    0.000    0.000    0.000    0.000 base.py:1685(is_boolean)
        1    0.000    0.000    0.001    0.001 arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 path.py:23(Path)
        1    0.000    0.000    0.000    0.000 datetime.py:2179(timezone)
        1    0.000    0.000    0.000    0.000 sql.py:1(<module>)
        1    0.000    0.000    0.016    0.016 backend_agg.py:1(<module>)
      110    0.000    0.000    0.000    0.000 os.py:752(decode)
        2    0.000    0.000    0.644    0.322 client.py:300(begin)
       39    0.000    0.000    0.000    0.000 lines.py:631(set_data)
        2    0.000    0.000    0.180    0.090 client.py:919(connect)
      143    0.000    0.000    0.000    0.000 artist.py:792(get_visible)
       26    0.000    0.000    0.001    0.000 lines.py:1146(set_marker)
        1    0.000    0.000    0.002    0.002 _typing.py:1(<module>)
        1    0.000    0.000    0.001    0.001 range.py:39(RangeIndex)
       39    0.000    0.000    0.001    0.000 lines.py:1204(set_markerfacecoloralt)
        1    0.000    0.000    0.001    0.001 printing.py:1(<module>)
        1    0.000    0.000    0.002    0.002 arraysetops.py:1(<module>)
        1    0.000    0.000    0.005    0.005 edge_augmentation.py:1(<module>)
       14    0.000    0.000    0.001    0.000 expr.py:177(_filter_nodes)
        1    0.000    0.000    0.001    0.001 managers.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:878(__class_getitem__)
       40    0.000    0.000    0.000    0.000 rcsetup.py:51(__init__)
     20/9    0.000    0.000    0.000    0.000 matching.py:616(augmentBlossom)
        1    0.000    0.000    0.012    0.012 masked.py:1(<module>)
       18    0.000    0.000    0.000    0.000 transforms.py:2844(_interval_contains_close)
       96    0.000    0.000    0.000    0.000 patches.py:284(get_edgecolor)
        1    0.000    0.000    0.017    0.017 subprocess.py:10(<module>)
       22    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
       13    0.000    0.000    0.000    0.000 stride_tricks.py:204(broadcast_arrays)
        1    0.000    0.000    0.000    0.000 astar.py:1(<module>)
        1    0.000    0.000    0.020    0.020 subprocess.py:368(check_output)
        1    0.000    0.000    0.000    0.000 extras.py:1(<module>)
       36    0.000    0.000    0.000    0.000 deprecation.py:192(_deprecated_property)
        1    0.000    0.000    0.027    0.027 artist.py:1(<module>)
       38    0.000    0.000    0.000    0.000 __init__.py:214(_acquireLock)
       88    0.000    0.000    0.000    0.000 core.py:3406(dtype)
        1    0.000    0.000    0.002    0.002 animation.py:19(<module>)
        1    0.000    0.000    0.002    0.002 _json.py:1(<module>)
        1    0.000    0.000    0.002    0.002 art3d.py:5(<module>)
        1    0.000    0.000    0.001    0.001 datetimes.py:116(DatetimeArray)
      247    0.000    0.000    0.000    0.000 typing.py:183(<listcomp>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:77(DatetimeIndexOpsMixin)
        1    0.000    0.000    0.018    0.018 cm.py:1(<module>)
        1    0.000    0.000    0.001    0.001 zipfile.py:1(<module>)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
       16    0.000    0.000    0.000    0.000 axis.py:1652(set_minor_locator)
        6    0.000    0.000    0.642    0.107 ssl.py:1230(recv_into)
        1    0.000    0.000    0.001    0.001 numpy_.py:1(<module>)
       36    0.000    0.000    0.000    0.000 pathlib.py:724(__fspath__)
       74    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.009    0.009 dis.py:1(<module>)
        1    0.000    0.000    0.569    0.569 graphml.py:344(GraphML)
        1    0.000    0.000    0.218    0.218 contour.py:1(<module>)
      115    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       39    0.000    0.000    0.000    0.000 lines.py:716(set_transform)
       91    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 quiver.py:1(<module>)
       32    0.000    0.000    0.000    0.000 numeric.py:323(full_like)
      149    0.000    0.000    0.000    0.000 reportviews.py:176(__init__)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
      119    0.000    0.000    0.000    0.000 expr.py:185(<lambda>)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4283(<genexpr>)
       10    0.000    0.000    0.026    0.003 axis.py:2011(_get_tick)
       15    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.021    0.021 boolean.py:1(<module>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1313(wrapper)
        1    0.000    0.000    0.001    0.001 TiffTags.py:20(<module>)
      248    0.000    0.000    0.000    0.000 reportviews.py:770(<genexpr>)
        2    0.000    0.000    0.180    0.090 socket.py:771(create_connection)
       31    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        2    0.000    0.000    0.642    0.321 client.py:267(_read_status)
        1    0.000    0.000    0.000    0.000 axis.py:628(Axis)
        2    0.000    0.000    0.012    0.006 triads.py:5(<module>)
       19    0.000    0.000    0.000    0.000 _add_newdocs.py:6709(add_newdoc_for_scalar_type)
       89    0.000    0.000    0.000    0.000 text.py:1102(set_x)
        2    0.000    0.000    0.000    0.000 ssl.py:1193(sendall)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
        5    0.000    0.000    0.000    0.000 base.py:5315(_add_numeric_methods_disabled)
       30    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 dviread.py:185(Dvi)
        1    0.000    0.000    0.006    0.006 generators.py:1(<module>)
        1    0.000    0.000    0.012    0.012 jit.py:1(<module>)
        1    0.000    0.000    0.044    0.044 hashlib.py:5(<module>)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ntpath.py:2(<module>)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2896(parseImpl)
      125    0.000    0.000    0.000    0.000 artist.py:194(axes)
        6    0.000    0.000    0.000    0.000 weakref.py:284(update)
        1    0.000    0.000    0.001    0.001 base.py:36(ExtensionArray)
        1    0.000    0.000    0.000    0.000 font_manager.py:618(FontProperties)
        1    0.000    0.000    0.024    0.024 eval.py:1(<module>)
      143    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
      124    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        2    0.000    0.000    0.001    0.001 transforms.py:1(<module>)
       16    0.000    0.000    0.000    0.000 type_check.py:247(isreal)
       12    0.000    0.000    0.001    0.000 generic.py:11434(_make_stat_function)
     32/9    0.000    0.000    0.006    0.001 pyparsing.py:4466(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
       34    0.000    0.000    0.000    0.000 numeric.py:144(ones)
        1    0.000    0.000    0.000    0.000 ops.py:66(BaseGrouper)
        1    0.000    0.000    0.001    0.001 copy.py:1(<module>)
        9    0.000    0.000    0.000    0.000 core.py:2819(__new__)
        1    0.000    0.000    0.005    0.005 _base.py:812(ExcelFile)
        1    0.000    0.000    0.000    0.000 {method 'resize' of '_macosx.FigureManager' objects}
        2    0.000    0.000    0.011    0.006 nx_pylab.py:342(draw_networkx_nodes)
       29    0.000    0.000    0.005    0.000 decorators.py:103(open_file)
       52    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
      115    0.000    0.000    0.000    0.000 {built-in method math.sin}
       31    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
       26    0.000    0.000    0.000    0.000 pathlib.py:1055(_make_child_relpath)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1452(setName)
       97    0.000    0.000    0.000    0.000 cycler.py:138(keys)
       16    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
        1    0.000    0.000    0.003    0.003 community.py:1(<module>)
        4    0.000    0.000    0.000    0.000 numerictypes.py:545(_can_coerce_all)
      205    0.000    0.000    0.000    0.000 base.py:1175(name)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
        1    0.000    0.000    0.015    0.015 axis.py:1(<module>)
       40    0.000    0.000    0.000    0.000 config.py:699(config_prefix)
        1    0.000    0.000    0.001    0.001 rolling.py:1907(Rolling)
       16    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
        1    0.000    0.000    0.000    0.000 reshape.py:1(<module>)
       72    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.001    0.001 expanding.py:11(Expanding)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.015    0.015 linecache.py:82(updatecache)
        6    0.000    0.000    0.642    0.107 socket.py:655(readinto)
       64    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ravel)
      200    0.000    0.000    0.000    0.000 base.py:1881(is_categorical)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3622(__str__)
    56/55    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       14    0.000    0.000    0.000    0.000 common.py:218(asarray_tuplesafe)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2551(streamline)
        8    0.000    0.000    0.000    0.000 _methods.py:72(_clip_dep_is_scalar_nan)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
       13    0.000    0.000    0.001    0.000 deprecation.py:277(_rename_parameter)
       18    0.000    0.000    0.000    0.000 matching.py:661(augmentMatching)
        2    0.000    0.000    0.026    0.013 nx_pylab.py:129(draw_networkx)
        1    0.000    0.000    0.002    0.002 pyparsing.py:5806(_makeTags)
       93    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
     20/6    0.000    0.000    0.002    0.000 pyparsing.py:4460(parseImpl)
        2    0.000    0.000    0.002    0.001 indexers.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _base.py:750(get_xaxis_text2_transform)
        1    0.000    0.000    0.000    0.000 string_.py:1(<module>)
        1    0.000    0.000    0.005    0.005 tournament.py:1(<module>)
        2    0.000    0.000    0.032    0.016 ssl.py:723(create_default_context)
       27    0.000    0.000    0.000    0.000 pathlib.py:800(name)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:4086(__str__)
        4    0.000    0.000    0.001    0.000 spines.py:31(__init__)
        1    0.000    0.000    0.001    0.001 lattice.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
       40    0.000    0.000    0.000    0.000 linalg.py:107(_makearray)
  109/108    0.000    0.000    0.001    0.000 __init__.py:235(wrapper)
        4    0.000    0.000    0.010    0.002 _base.py:3013(tick_params)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:114(_add_aliases)
       29    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.049    0.049 misc.py:1(<module>)
       39    0.000    0.000    0.000    0.000 lines.py:1316(set_solid_joinstyle)
        1    0.000    0.000    0.003    0.003 scope.py:1(<module>)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
       96    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
       32    0.000    0.000    0.000    0.000 function_base.py:2145(<listcomp>)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4506(__str__)
        1    0.000    0.000    0.001    0.001 parsing.py:1(<module>)
       84    0.000    0.000    0.000    0.000 inspect.py:1708(_signature_get_user_defined_method)
